Code,Name,Close,Location,Industry,List_date,2018/12/31,2017/12/31,2016/12/31,2015/12/31,2014/12/31,2013/12/31,2012/12/31,2011/12/31,2010/12/31,2009/12/31,2008/12/31,2007/12/31,2006/12/31,Profit,平均EPS(2016-18),平均EPS(2011-13),净资产,div,PE1618,分红比率,Growth,流动比例,有形资产/债务,PB,Mkt_value,市值>500亿,PE<15,流动比例>2,Y6,市净率<1.5,上市超过6年,PB<1.5的沪深300,PE*PB<22.5,
600557.SH,康缘药业,13.6200,江苏,医药生物,2002-09-18,0.7300 ,0.6100 ,0.6100 ,0.7100 ,0.6400 ,0.7100 ,0.5700 ,0.4400 ,0.4300 ,0.5000 ,0.5330 ,0.5800 ,0.0000 ,1,0.65,0.57,6.1124,是,20.95,10.9949,13.37%,1.6427,7.6925,2.23,"8,430,768,360.36",0,0,0,1,0,1,0,0,
600558.SH,大 西 洋,2.8800,四川,机械设备,2001-02-27,0.0692 ,0.0523 ,0.0495 ,0.1106 ,0.1851 ,0.1924 ,0.2014 ,0.3071 ,0.4582 ,0.6262 ,0.4338 ,0.5630 ,0.0000 ,1,0.06,0.23,2.1432,是,50.53,36.1271,-75.60%,1.7855,11.5490,1.34,"2,755,646,831.17",0,0,0,1,1,1,1,0,
600559.SH,老白干酒,9.4700,河北,食品饮料,2002-10-29,0.5400 ,0.3700 ,0.2500 ,0.5400 ,0.4200 ,0.4700 ,0.8000 ,0.6600 ,0.3000 ,0.2600 ,0.2200 ,0.1200 ,0.0000 ,1,0.39,0.64,4.1298,是,24.49,39.3996,-39.90%,1.8286,-1.8671,2.29,"9,825,297,511.80",0,0,0,1,0,1,0,0,
600560.SH,金自天正,8.1800,北京,机械设备,2002-09-19,0.0900 ,0.0904 ,0.0900 ,0.0800 ,0.0800 ,0.2800 ,0.3500 ,0.4700 ,0.5000 ,0.4200 ,0.3900 ,0.3600 ,0.0000 ,1,0.09,0.37,3.3856,是,90.75,30.8756,-75.42%,1.6253,-359.3275,2.42,"1,820,474,370.00",0,0,0,1,0,1,0,0,
600561.SH,江西长运,4.6700,江西,交通运输,2002-07-16,0.1100 ,0.0900 ,-0.4100,0.3300 ,0.6300 ,0.6200 ,0.6900 ,0.6800 ,0.6100 ,0.4900 ,0.3500 ,0.3000 ,0.0000 ,0,-0.07,0.66,5.9879,是,10000.00,30.1583,-110.55%,0.6113,-0.1894,0.78,"1,417,642,720.00",0,0,0,1,1,1,1,0,
600562.SH,国睿科技,13.4800,江苏,国防军工,2003-01-28,0.0600 ,0.3500 ,0.4900 ,0.7300 ,0.5700 ,0.7400 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.1100 ,0.0000 ,1,0.30,0.25,2.8526,是,44.93,31.2790,21.62%,2.8557,-3.2860,4.73,"8,476,416,792.78",0,0,1,1,0,1,0,0,
600563.SH,法拉电子,54.0200,福建,电子,2002-12-10,2.0100 ,0.0000 ,1.7300 ,1.4600 ,1.3600 ,1.2700 ,1.0800 ,1.2500 ,1.0900 ,0.5300 ,0.4400 ,0.6000 ,0.0000 ,0,1.25,1.20,10.9149,是,43.33,64.7330,3.89%,5.2263,-6.9682,4.95,"9,427,500,000.00",0,0,1,1,0,1,0,0,
600565.SH,迪马股份,2.9300,重庆,房地产,2002-07-23,0.4200 ,0.2800 ,0.3300 ,0.2000 ,0.2900 ,0.0500 ,0.1600 ,0.1000 ,0.0800 ,0.0400 ,0.2800 ,0.6400 ,0.0000 ,1,0.34,0.10,3.4393,是,8.53,67.1457,232.26%,1.6473,0.7748,0.85,"7,697,685,057.44",0,1,0,1,1,1,1,1,
600566.SH,济川药业,23.2000,湖北,医药生物,2001-08-22,2.0700 ,1.5100 ,1.1700 ,0.8800 ,0.6700 ,0.6600 ,-0.2507,0.0570 ,0.0612 ,0.0725 ,0.0788 ,0.1023 ,0.0000 ,1,1.58,0.16,6.5736,是,14.65,59.3860,918.66%,2.4897,-35.3531,3.53,"18,352,046,232.48",0,1,1,1,0,1,0,0,
600567.SH,山鹰纸业,3.3900,安徽,轻工制造,2001-12-18,0.7000 ,0.4400 ,0.0900 ,0.0600 ,0.0300 ,0.0900 ,-0.0180,0.0500 ,0.3500 ,0.1300 ,0.0100 ,0.1400 ,0.0000 ,1,0.41,0.04,2.8082,-,8.27,0.0000,908.20%,0.7441,1.0120,1.21,"14,900,311,292.75",0,1,0,1,1,1,1,1,
600568.SH,中珠医疗,1.8300,湖北,房地产,2001-05-18,-0.9507,0.0850 ,0.4550 ,0.1449 ,0.0885 ,0.1705 ,0.1645 ,1.0997 ,0.4431 ,0.8800 ,0.3300 ,0.0000 ,0.0000 ,0,-0.14,0.48,2.0344,-,10000.00,0.0000,-128.63%,5.9040,-3.3283,0.90,"3,367,949,760.89",0,0,1,1,1,1,1,0,
600569.SH,安阳钢铁,2.2500,河南,钢铁,2001-08-20,0.7760 ,0.6690 ,0.0510 ,-1.0660,0.0120 ,0.0220 ,-1.4610,0.0160 ,0.0300 ,0.0500 ,0.0500 ,0.5400 ,0.0000 ,0,0.50,-0.47,3.4786,是,4.51,12.8924,-205.13%,0.6266,0.4842,0.65,"6,979,983,967.98",0,1,0,1,1,1,1,1,
600570.SH,恒生电子,96.1900,浙江,计算机,2003-12-16,1.0400 ,0.7600 ,0.0300 ,0.7300 ,0.5800 ,0.5200 ,0.3200 ,0.4100 ,0.3500 ,0.4600 ,0.4500 ,0.6800 ,0.0000 ,1,0.61,0.42,5.1497,是,157.69,30.6332,46.40%,1.2039,-5.1404,18.68,"58,477,113,702.54",1,0,0,1,0,1,0,0,
600571.SH,信 雅 达,10.1300,浙江,计算机,2002-11-01,0.0600 ,-0.4800,0.2800 ,0.5900 ,0.5500 ,0.4540 ,0.3500 ,0.2700 ,0.1850 ,0.1300 ,-0.1500,0.0430 ,0.0000 ,0,-0.05,0.36,2.3958,是,10000.00,591.8587,-113.04%,2.4144,-9.3600,4.23,"3,965,906,546.36",0,0,1,1,0,1,0,0,
600572.SH,康 恩 贝,5.9500,浙江,医药生物,2004-04-12,0.3000 ,0.2800 ,0.1800 ,0.2800 ,0.6800 ,0.5200 ,0.4200 ,0.4000 ,0.5600 ,0.3100 ,0.2800 ,0.6300 ,0.0000 ,1,0.25,0.45,2.1182,是,23.49,47.9607,-43.28%,2.0041,-16.4867,2.81,"16,617,404,846.00",0,0,1,1,0,1,0,0,
600573.SH,惠泉啤酒,5.8100,福建,食品饮料,2003-02-26,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0.1300 ,0.2100 ,0.3100 ,0.0000 ,0.1800 ,0.0000 ,0,0.00,0.04,4.5024,是,10000.00,40.5464,-100.00%,8.7740,-1.9761,1.29,"1,542,500,000.00",0,0,1,1,1,1,1,0,
600575.SH,皖江物流,2.3000,安徽,交通运输,2003-03-28,0.1100 ,0.0800 ,0.1200 ,0.0700 ,-0.8600,0.0200 ,0.1100 ,0.3200 ,0.0500 ,0.0000 ,0.0000 ,0.0000 ,0.0000 ,0,0.10,0.15,2.2289,-,22.26,0.0000,-31.11%,0.7869,1.1679,1.03,"10,104,278,769.00",0,0,0,1,1,1,1,0,
600576.SH,祥源文化,4.0200,浙江,传媒,2003-02-20,0.0200 ,0.1400 ,0.1700 ,0.0500 ,-0.0600,0.0400 ,-0.3000,0.0900 ,-0.1200,0.1400 ,0.0900 ,0.1700 ,0.0000 ,0,0.11,-0.06,2.8755,-,36.55,0.0000,-294.12%,7.4714,-1.3535,1.40,"2,638,654,262.34",0,0,1,1,1,1,1,0,
600577.SH,精达股份,2.9000,安徽,电气设备,2002-09-11,0.2200 ,0.1800 ,0.1100 ,0.0700 ,0.1700 ,0.1900 ,0.1600 ,0.3300 ,0.3690 ,0.2250 ,0.3290 ,0.4950 ,0.0000 ,1,0.17,0.23,1.6249,是,17.06,17.5712,-25.00%,1.7579,3.0998,1.78,"5,130,151,859.97",0,0,0,1,0,1,0,0,
600578.SH,京能电力,2.7200,北京,公用事业,2002-05-10,0.1300 ,0.0800 ,0.2800 ,0.5700 ,0.5500 ,0.4900 ,0.8300 ,0.3700 ,0.4700 ,0.3000 ,0.2600 ,0.3300 ,0.0000 ,1,0.16,0.56,3.3961,是,16.65,60.5327,-71.01%,0.3997,1.0065,0.80,"20,510,072,749.28",0,0,0,1,1,1,1,1,
600579.SH,天 华 院,7.7400,山东,机械设备,2002-08-09,-0.0700,-0.1100,0.0200 ,0.0900 ,0.1600 ,-0.1000,0.0400 ,-1.2500,-0.3873,0.0673 ,-1.3197,0.0871 ,0.0000 ,0,-0.05,-0.44,6.3187,-,10000.00,0.0000,-87.79%,2.7982,-6.6729,1.22,"6,051,865,370.76",0,0,1,1,1,1,1,0,
600580.SH,卧龙电气,13.1500,浙江,电气设备,2002-06-06,0.4938 ,0.5161 ,0.1989 ,0.3244 ,0.4014 ,0.3278 ,0.1709 ,0.1605 ,0.5141 ,0.6924 ,0.4562 ,0.3614 ,0.0000 ,1,0.40,0.22,4.6734,是,32.64,30.4602,83.37%,1.2574,0.6798,2.81,"13,293,680,544.08",0,0,0,1,0,1,0,0,
600581.SH,八一钢铁,3.1200,新疆,钢铁,2002-08-16,0.4570 ,1.5200 ,0.0500 ,-3.2700,-2.6500,0.0400 ,0.2000 ,0.6300 ,0.6900 ,0.1400 ,0.1400 ,0.6800 ,0.0000 ,0,0.68,0.29,2.6373,-,4.62,0.0000,132.99%,0.2380,0.3019,1.18,"5,119,878,885.80",0,1,0,1,1,1,1,1,
600582.SH,天地科技,3.0600,北京,机械设备,2002-05-15,0.2320 ,0.2280 ,0.2250 ,0.2980 ,0.8444 ,0.7020 ,0.9350 ,0.9010 ,0.8400 ,1.0500 ,0.7600 ,1.2000 ,0.0000 ,1,0.23,0.85,3.8047,是,13.40,21.5187,-73.01%,2.1264,-37.4245,0.80,"12,457,152,564.92",0,1,1,1,1,1,1,1,
600583.SH,海油工程,5.8100,天津,采掘,2002-02-05,0.0200 ,0.1100 ,0.3000 ,0.7700 ,0.9700 ,0.6900 ,0.2200 ,0.0500 ,0.0200 ,0.3000 ,0.6300 ,1.1300 ,0.0000 ,1,0.14,0.32,5.1778,是,40.53,277.1036,-55.21%,2.5042,-4.7469,1.12,"30,861,056,504.00",0,0,1,1,1,1,1,0,
600584.SH,长电科技,26.6100,江苏,电子,2003-06-03,-0.6500,0.2800 ,0.1000 ,0.0500 ,0.1800 ,0.0100 ,0.0100 ,0.0800 ,0.2700 ,0.0300 ,0.1200 ,0.3900 ,0.0000 ,0,-0.09,0.03,7.6689,-,10000.00,0.0000,-370.00%,0.6489,0.5307,3.47,"33,211,560,779.60",0,0,0,1,0,1,0,0,
600585.SH,海螺水泥,54.8600,安徽,建筑材料,2002-02-07,5.6300 ,2.9900 ,1.6100 ,1.4200 ,2.0700 ,1.7700 ,1.1900 ,2.1900 ,1.7500 ,2.0100 ,1.5500 ,1.7000 ,0.0000 ,1,3.41,1.72,21.2600,是,16.09,30.0387,98.64%,2.1764,-7.7140,2.58,"242,708,058,118.20",1,0,1,1,0,1,0,0,
600586.SH,金晶科技,3.1000,山东,建筑材料,2002-08-15,0.0538 ,0.1000 ,0.0259 ,0.0200 ,0.0000 ,0.0700 ,-0.2500,0.1300 ,0.6100 ,0.2000 ,0.1930 ,0.8400 ,0.0000 ,0,0.06,-0.02,2.8982,是,51.75,109.3527,-459.40%,0.7142,1.7859,1.07,"3,914,829,800.00",0,0,0,1,1,1,1,0,
600587.SH,新华医疗,17.4400,山东,医药生物,2002-09-27,0.0600 ,0.1600 ,0.0900 ,0.6900 ,0.8200 ,1.2800 ,0.9800 ,0.8000 ,0.4500 ,0.3100 ,0.2200 ,0.2300 ,0.0000 ,1,0.10,1.02,8.1323,是,168.77,80.2719,-89.87%,0.9073,0.6064,2.14,"5,271,372,340.27",0,0,0,1,0,1,0,0,
600588.SH,用友网络,46.0600,北京,计算机,2001-05-18,0.3200 ,0.2700 ,0.1400 ,0.2300 ,0.4700 ,0.5700 ,0.3900 ,0.6600 ,0.4100 ,0.9700 ,0.8500 ,1.6000 ,0.0000 ,1,0.24,0.54,3.4300,是,189.29,77.5020,-54.94%,1.0512,-51.9013,13.43,"69,497,088,601.28",1,0,0,1,0,1,0,0,
600589.SH,广东榕泰,5.5300,广东,化工,2001-06-12,0.2200 ,0.1900 ,0.1400 ,0.0350 ,0.0500 ,0.0900 ,0.1800 ,0.1400 ,0.2200 ,0.1900 ,0.2200 ,0.3800 ,0.0000 ,1,0.18,0.14,4.5158,是,30.16,9.1787,34.15%,1.2993,4.4517,1.22,"3,245,593,425.41",0,0,0,1,1,1,1,0,
600590.SH,泰豪科技,5.5900,江西,电气设备,2002-07-03,0.3400 ,0.3800 ,0.1900 ,0.1600 ,0.1200 ,0.0300 ,0.1400 ,0.1200 ,0.1200 ,0.3040 ,0.3110 ,0.4290 ,0.0000 ,1,0.30,0.10,4.6268,-,18.43,0.0000,213.79%,1.3626,0.7209,1.21,"4,755,980,324.16",0,0,0,1,1,1,1,1,
600592.SH,龙溪股份,12.4000,福建,机械设备,2002-08-05,0.2196 ,0.1777 ,0.1545 ,0.1310 ,0.0000 ,0.0000 ,0.3200 ,0.3700 ,0.3100 ,0.2400 ,0.3700 ,0.6550 ,0.0000 ,0,0.18,0.23,4.5917,是,67.42,45.5320,-20.03%,3.9456,7.7248,2.70,"5,609,732,136.84",0,0,1,1,0,1,0,0,
600593.SH,大连圣亚,38.4900,辽宁,休闲服务,2002-07-11,0.4476 ,0.6028 ,0.3647 ,0.4673 ,0.4186 ,0.3536 ,0.1368 ,0.0505 ,0.0568 ,0.0393 ,0.0400 ,0.0300 ,0.0000 ,1,0.47,0.18,3.9176,-,81.60,0.0000,161.62%,0.6875,4.5670,9.82,"5,407,024,000.00",0,0,0,1,0,1,0,0,
600594.SH,益佰制药,5.2500,贵州,医药生物,2004-03-23,-0.9160,0.4890 ,0.4860 ,0.2391 ,1.2170 ,1.1900 ,0.9270 ,0.7530 ,0.5540 ,0.5180 ,0.4170 ,0.5130 ,0.0000 ,0,0.02,0.96,4.4239,-,266.95,0.0000,-97.94%,1.5788,3.1960,1.19,"3,722,058,780.00",0,0,0,1,1,1,1,0,
600595.SH,中孚实业,1.8800,河南,有色金属,2002-06-26,-1.3100,-0.1100,0.0300 ,-0.2500,0.0200 ,-0.5500,0.0400 ,0.1300 ,0.1900 ,0.4700 ,0.3000 ,0.8800 ,0.0000 ,0,-0.46,-0.13,1.6831,-,10000.00,0.0000,265.79%,0.4762,0.1238,1.12,"3,863,611,392.29",0,0,0,1,1,1,1,0,
600596.SH,新安股份,8.9000,浙江,化工,2001-09-06,1.7864 ,0.7700 ,0.1100 ,-0.3900,0.0700 ,0.6409 ,0.1933 ,0.0255 ,0.2469 ,1.0020 ,5.8932 ,1.7247 ,0.0000 ,0,0.89,0.29,8.0015,是,10.01,30.3068,210.15%,1.0028,2.7692,1.11,"6,340,508,850.67",0,1,0,1,1,1,1,1,
600597.SH,光明乳业,10.6900,上海,食品饮料,2002-08-28,0.2800 ,0.5000 ,0.4600 ,0.3400 ,0.4600 ,0.0000 ,0.0000 ,0.0000 ,0.1900 ,0.1200 ,-0.2700,0.2000 ,0.0000 ,0,0.41,0.00,4.3585,是,25.86,35.8292,#DIV/0!,0.8685,29.2798,2.45,"13,653,035,725.35",0,0,0,1,0,1,0,0,
600598.SH,北 大 荒,12.3100,黑龙江,农林牧渔,2002-03-29,0.5490 ,0.4390 ,0.4140 ,0.3710 ,0.4500 ,-0.2100,-0.1100,0.2500 ,0.2000 ,0.2100 ,0.3600 ,0.3300 ,0.0000 ,0,0.47,-0.02,3.6628,是,26.34,72.8203,-2102.86%,1.8118,-4.1786,3.36,"16,496,869,555.52",0,0,0,1,0,1,0,0,
600599.SH,熊猫金控,8.6700,湖南,非银金融,2001-08-28,-0.3300,0.1200 ,0.1200 ,0.1200 ,0.0800 ,0.0900 ,0.0710 ,0.0690 ,0.1290 ,0.0820 ,0.1080 ,0.1650 ,0.0000 ,0,-0.03,0.08,4.0476,-,10000.00,0.0000,-139.13%,1.6983,-2.3201,2.14,"1,610,200,000.00",0,0,0,1,0,1,0,0,
600600.SH,青岛啤酒,42.7000,山东,食品饮料,1993-08-27,1.0530 ,0.9350 ,0.7720 ,1.2680 ,1.4730 ,1.4610 ,1.3020 ,1.2860 ,1.1255 ,0.9528 ,0.5350 ,0.4270 ,0.0000 ,1,0.92,1.35,13.3018,是,46.41,45.5964,-31.84%,1.3464,-1.2880,3.21,"68,481,317,878.55",1,0,0,1,0,1,0,0,
600601.SH,方正科技,3.4200,上海,电子,1990-12-19,0.0251 ,-0.3746,0.0299 ,0.0501 ,0.1192 ,0.0321 ,0.0367 ,0.0694 ,0.1176 ,0.0568 ,0.0719 ,0.1220 ,0.0000 ,0,-0.11,0.05,1.4719,是,10000.00,39.8472,-331.26%,0.7554,1.1025,2.32,"7,199,243,149.12",0,0,0,1,0,1,0,0,
600602.SH,云赛智联,8.2300,上海,计算机,1990-12-19,0.1990 ,0.2070 ,0.1790 ,0.1250 ,0.0900 ,0.1000 ,0.0900 ,0.1300 ,0.1300 ,0.0500 ,-0.7296,0.0200 ,0.0000 ,1,0.20,0.11,2.9240,是,42.21,30.1428,82.81%,2.3225,-2.5608,2.81,"10,900,357,436.35",0,0,1,1,0,1,0,0,
600603.SH,广汇物流,4.9700,四川,综合,1992-01-13,0.4400 ,0.4100 ,0.7100 ,-1.0000,-0.1200,0.6330 ,0.0900 ,-0.1100,-0.0300,0.0200 ,0.1600 ,0.4200 ,0.0000 ,0,0.52,0.20,5.0930,是,9.56,68.4026,154.49%,2.2509,21.7240,0.98,"6,073,071,079.68",0,1,1,1,1,1,1,1,
600604.SH,市北高新,7.2300,上海,房地产,1992-03-27,0.1300 ,0.1200 ,0.1900 ,0.2000 ,0.0300 ,0.3000 ,0.2588 ,0.0300 ,-0.1607,-0.2117,0.0169 ,-0.4900,0.0000 ,1,0.15,0.20,3.2604,是,49.30,19.7084,-25.27%,1.8427,2.2844,2.22,"14,611,777,471.20",0,0,0,1,0,1,0,0,
600605.SH,汇通能源,10.2900,上海,商业贸易,1992-03-27,0.1210 ,0.1990 ,0.1680 ,0.0700 ,0.0540 ,0.0452 ,0.0448 ,0.0400 ,0.0300 ,0.1540 ,0.2890 ,0.2650 ,0.0000 ,1,0.16,0.04,4.7142,是,63.26,33.1386,275.38%,1.5056,1.9181,2.18,"1,606,056,052.80",0,0,0,1,0,1,0,0,
600606.SH,绿地控股,5.8400,上海,房地产,1992-03-27,0.9300 ,0.7400 ,0.5900 ,0.5800 ,-0.7000,0.1300 ,0.2000 ,0.0000 ,0.5200 ,0.5200 ,0.3900 ,0.0000 ,0.0000 ,0,0.75,0.11,5.5969,是,7.75,32.0924,584.85%,1.3240,0.2392,1.04,"79,701,411,221.75",1,1,0,1,1,1,1,1,
600608.SH,ST 沪科,4.2100,上海,商业贸易,1992-03-27,-0.0100,0.1900 ,-0.0700,0.1100 ,-0.0400,-0.0100,0.0800 ,0.0500 ,0.0600 ,-0.6300,-0.2700,0.0900 ,0.0000 ,0,0.04,0.04,0.1711,-,114.82,0.0000,-8.33%,1.5626,2.3268,24.61,"1,473,299,255.68",0,0,0,1,0,1,0,0,
600609.SH,金杯汽车,3.9300,辽宁,汽车,1992-07-24,0.0700 ,0.0900 ,-0.1900,0.0330 ,-0.1310,0.0160 ,0.0210 ,0.0280 ,0.2570 ,-0.3650,-0.2280,0.0670 ,0.0000 ,0,-0.01,0.02,0.3257,-,10000.00,0.0000,-146.15%,1.3339,0.0116,12.07,"4,097,501,745.00",0,0,0,1,0,1,0,0,
600610.SH,中 毅 达,3.2600,上海,建筑装饰,1992-08-05,-0.4646,0.0000 ,0.0044 ,-0.0100,0.0900 ,-0.1000,-0.1100,0.0200 ,0.0200 ,0.0200 ,0.0200 ,0.1800 ,0.0000 ,0,-0.15,-0.06,-0.4319,-,10000.00,0.0000,142.21%,0.0000,0.0000,-7.55,"3,492,355,212.30",0,0,0,1,1,1,1,1,
600611.SH,大众交通,3.5700,上海,交通运输,1992-08-07,0.3700 ,0.3700 ,0.2400 ,0.3200 ,0.2700 ,0.2600 ,0.2500 ,0.2700 ,0.3400 ,0.3900 ,0.2400 ,0.4400 ,0.0000 ,1,0.33,0.26,3.6525,是,10.93,32.1813,25.64%,1.2133,-120.6347,0.98,"9,361,926,541.44",0,1,0,1,1,1,1,1,
600612.SH,老 凤 祥,44.2000,上海,轻工制造,1992-08-14,2.3026 ,2.1720 ,2.0215 ,2.1359 ,1.7967 ,1.7011 ,1.1686 ,1.1996 ,0.9300 ,0.4687 ,0.2532 ,0.3700 ,0.0000 ,1,2.17,1.36,11.8355,是,20.41,47.7718,59.64%,1.8756,5.5392,3.73,"25,057,340,895.60",0,0,0,1,0,1,0,0,
600613.SH,神奇制药,7.5100,上海,医药生物,1992-08-20,0.2000 ,0.2400 ,0.0000 ,0.4400 ,0.4000 ,0.2900 ,0.0900 ,0.1200 ,0.0400 ,-0.1600,0.0300 ,0.0930 ,0.0000 ,0,0.15,0.17,4.7556,-,51.20,0.0000,-12.00%,3.3446,-12.1478,1.58,"3,460,784,149.44",0,0,1,1,0,1,0,0,
600614.SH,鹏起科技,1.3600,上海,有色金属,1992-08-28,-2.1800,0.2200 ,0.0500 ,0.0500 ,0.1300 ,0.0600 ,0.1000 ,0.1000 ,0.1100 ,0.1300 ,0.1488 ,0.2866 ,0.0000 ,0,-0.64,0.09,0.6198,-,10000.00,0.0000,-834.62%,1.5252,1.7961,2.19,"1,612,551,857.36",0,0,0,1,0,1,0,0,
600615.SH,丰华股份,8.4100,上海,有色金属,1992-09-10,0.0500 ,0.5600 ,0.0500 ,0.0190 ,0.0700 ,0.0880 ,0.0200 ,-0.0800,0.1600 ,0.0300 ,0.4800 ,0.0220 ,0.0000 ,1,0.22,0.01,3.1846,-,38.23,0.0000,2257.14%,13.9709,-4.9484,2.64,"1,889,606,105.40",0,0,1,1,0,1,0,0,
600616.SH,金枫酒业,4.3500,上海,食品饮料,1992-09-29,-0.1300,0.1100 ,0.1300 ,0.1500 ,0.1400 ,0.2700 ,0.2400 ,0.3200 ,0.3000 ,0.4000 ,0.5700 ,0.4500 ,0.0000 ,0,0.04,0.28,3.7575,-,118.64,0.0000,-86.75%,5.5979,-7.2269,1.16,"2,403,271,626.64",0,0,1,1,1,1,1,0,
600617.SH,国新能源,4.0100,山西,公用事业,1992-10-13,0.0400 ,0.0153 ,0.3425 ,0.5344 ,0.7367 ,0.7777 ,-0.0600,0.1000 ,0.1000 ,-0.4000,-0.2900,0.0570 ,0.0000 ,1,0.13,0.27,3.4811,是,30.24,47.4270,-51.35%,0.5557,0.1961,1.15,"5,282,312,180.04",0,0,0,1,1,1,1,0,
600618.SH,氯碱化工,8.5000,上海,化工,1992-11-13,0.9106 ,0.8584 ,-0.2837,0.0827 ,-0.5124,0.0144 ,0.0887 ,0.1987 ,0.1223 ,-0.3342,0.0093 ,0.0482 ,0.0000 ,0,0.50,0.10,3.3857,是,17.17,13.1775,392.15%,0.9341,17.0851,2.51,"7,967,595,834.64",0,0,0,1,0,1,0,0,
600619.SH,海立股份,8.3000,上海,家用电器,1992-11-16,0.0000 ,0.0000 ,0.2000 ,0.0900 ,0.1400 ,0.1600 ,0.2300 ,0.2900 ,0.2400 ,0.1100 ,0.0300 ,0.2778 ,0.0000 ,0,0.07,0.23,5.0380,是,124.50,41.7987,-70.59%,1.0521,0.9416,1.65,"6,843,854,174.50",0,0,0,1,0,1,0,0,
600620.SH,天宸股份,5.6200,上海,综合,1992-11-17,0.1000 ,0.0900 ,0.0900 ,0.1100 ,0.1800 ,0.2600 ,0.0300 ,0.0300 ,0.4700 ,0.0700 ,0.1300 ,0.1250 ,0.0000 ,1,0.09,0.11,3.3260,是,60.21,30.4463,-12.50%,9.9632,-9.1068,1.69,"4,120,062,678.00",0,0,1,1,0,1,0,0,
600621.SH,华鑫股份,14.7400,上海,非银金融,1992-12-02,0.0200 ,0.7700 ,0.2900 ,0.2500 ,0.3000 ,0.5648 ,0.3493 ,0.2602 ,0.2150 ,0.1935 ,0.1844 ,0.1818 ,0.0000 ,1,0.36,0.39,5.8433,是,40.94,33.9933,-8.03%,1.6270,2.6842,2.52,"14,067,524,611.92",0,0,0,1,0,1,0,0,
600622.SH,光大嘉宝,4.3300,上海,房地产,1992-12-03,0.7600 ,0.6100 ,0.4400 ,0.5300 ,0.6970 ,0.6590 ,0.5890 ,0.5190 ,0.6570 ,0.5430 ,0.3240 ,0.4490 ,0.0000 ,1,0.60,0.59,5.2901,是,7.18,20.9398,2.43%,1.6624,-2.2861,0.82,"5,413,864,301.22",0,1,0,1,1,1,1,1,
600623.SH,华谊集团,5.7700,上海,化工,1992-12-04,0.8500 ,0.2900 ,0.2000 ,0.3800 ,0.3800 ,0.3400 ,0.3300 ,0.2000 ,0.3300 ,0.1900 ,-0.1650,0.1900 ,0.0000 ,1,0.45,0.29,8.5319,是,12.92,30.2904,54.02%,1.1424,6.2305,0.68,"14,042,329,409.21",0,1,0,1,1,1,1,1,
600624.SH,复旦复华,10.0800,上海,综合,1993-01-05,0.0620 ,0.0620 ,0.0560 ,0.0990 ,0.1090 ,0.0980 ,0.0810 ,0.0690 ,0.0590 ,0.0410 ,0.0650 ,0.0590 ,0.0000 ,1,0.06,0.08,1.6758,是,168.00,40.0083,-27.42%,1.4372,7.5894,6.02,"5,429,766,239.30",0,0,0,1,0,1,0,0,
600626.SH,申达股份,6.4800,上海,汽车,1993-01-07,0.1763 ,0.2722 ,0.2734 ,0.2393 ,0.2078 ,0.2710 ,0.2319 ,0.3038 ,0.4253 ,0.2140 ,0.2184 ,0.3602 ,0.0000 ,1,0.24,0.27,3.8616,是,26.93,34.0350,-10.51%,1.3284,0.4334,1.68,"4,798,400,109.08",0,0,0,1,0,1,0,0,
600628.SH,新 世 界,10.1900,上海,商业贸易,1993-01-19,0.4200 ,0.6900 ,0.4500 ,0.1000 ,0.4500 ,0.4600 ,0.4500 ,0.4000 ,0.3700 ,0.3400 ,0.3100 ,0.2879 ,0.0000 ,1,0.52,0.44,6.8621,是,19.60,30.8199,19.08%,1.7841,-4.2671,1.48,"6,242,347,455.60",0,0,0,1,1,1,1,0,
600629.SH,华建集团,7.7700,上海,建筑装饰,1993-02-09,0.6098 ,0.6195 ,0.6723 ,0.4181 ,0.0100 ,0.0400 ,0.0280 ,0.1170 ,0.2490 ,0.2430 ,0.0000 ,0.0000 ,0.0000 ,1,0.63,0.06,6.2416,是,12.26,30.4025,927.89%,1.1517,-2.0273,1.24,"4,412,104,093.88",0,1,0,1,1,1,1,1,
600630.SH,龙头股份,9.3400,上海,纺织服装,1993-02-09,0.0900 ,0.3000 ,0.0500 ,0.1900 ,0.1500 ,0.1200 ,0.1100 ,0.1100 ,0.1350 ,0.1010 ,0.0480 ,0.0440 ,0.0000 ,1,0.15,0.11,4.2583,-,63.68,0.0000,29.41%,2.5975,-20.5837,2.19,"2,889,058,859.60",0,0,1,1,0,1,0,0,
600633.SH,浙数文化,10.0300,浙江,传媒,1993-03-04,0.3700 ,1.2727 ,0.5147 ,0.5136 ,0.4400 ,0.7600 ,0.5200 ,0.6600 ,0.0200 ,-0.1300,-0.2340,0.0000 ,0.0000 ,1,0.72,0.65,5.9738,是,13.95,21.1683,11.21%,6.8858,-4.2745,1.68,"10,779,930,330.84",0,1,1,1,0,1,0,0,
